sample_idx,sample_id,yelp_idx,yelp_business_id,match_confidence,best_name_source,name_similarity,base_name_similarity,sample_name,sample_base_name,yelp_name,best_categories_source,categories_similarity,base_categories_similarity,sample_categories,sample_base_categories,yelp_categories,best_address_source,address_similarity,base_address_similarity,sample_address,sample_base_address,yelp_address
801,08f2a10790d89a5603b7b7abf1d924d5,9552,ySh-LfHuxvJHhd2uzocwUw,0.52,0,0.55,0.44,liberty drug and surgical,liberty drug & surgical,golf and social,2,0.0,0.0,"['medical_supply', 'pharmacy', 'health_and_medical']","['pharmacy', 'drugstore', 'retail']","['active_life', 'golf', 'arts_&_entertainment', 'social_clubs']",2,0.49,0.49,"195 main st, chatham, NJ, 07928","195 main st, chatham, NJ, 07928","100 majestic way, evesham township, NJ, 08053"
802,1125899910838791,30785,dxY4aBTtcJi_fSAf3XyqEQ,0.445,2,0.44,0.44,minute key,minute key,rite aid,2,0.0,0.0,['key_and_locksmith'],['key_and_locksmith'],"['shopping', 'convenience_stores', 'food', 'drugstores']",2,0.45,0.45,"6280 hembree ln, windsor, CA, 95492","6280 hembree ln, windsor, CA, 95492","801 linden ave, carpinteria, CA, 93013"
803,08f28337744159a8035c2ed9259da5dc,31953,OevgFa-maNijC2anmt1_mQ,0.515,2,0.66,0.66,holiday inn express & suites willows,holiday inn express & suites willows,holiday inn express santa barbara,2,0.0,0.0,"['venue_and_event_space', 'resort', 'hotel']","['venue_and_event_space', 'resort', 'hotel', 'inn', 'motel', 'travel']","['event_planning_&_services', 'hotels', 'hotels_&_travel', 'venues_&_event_spaces']",2,0.37,0.37,"545 n humboldt ave, willows, CA, 95988","545 n humboldt ave, willows, CA, 95988","17 w haley st, santa barbara, CA, 93101"
804,08f44f6d41089842032403ab4974fefd,8519,4HHolU9V3HaBsVf9BuHcEg,0.5,2,0.53,0.53,cold stone creamery,cold stone creamery,pamper stop,2,0.0,0.0,"['ice_cream_shop', 'desserts', 'eat_and_drink']","['custom_cakes_shop', 'ice_cream_and_frozen_yoghurt', 'food', 'restaurant']","['beauty_&_spas', 'nail_salons']",1,0.41,0.47,"5543 s williamson blvd, port orange, FL, 32128","5543 s williamson blvd, ste 910, port orange, FL, 32128","146 w robertson st, brandon, FL, 33511"
805,08f1f99da1c48a5803eda1c806bd60e5,1002,nX7aULcuP15c6ntE1ml7Wg,0.41500000000000004,2,0.5,0.5,full pub,full pub,donelson pub,2,0.0,0.0,"['restaurant', 'pub', 'bar']","['pub', 'beverage_store', 'bar', 'cafe', 'beer_garden', 'restaurant', 'retail']","['bars', 'nightlife', 'pubs', 'shopping', 'pool_&_billiards']",2,0.33,0.33,"via leon battista alberti, 25, cassano magnago, 25, 21012","via leon battista alberti, 25, cassano magnago, VA, 21012","945 allen rd, nashville, TN, 37214"
806,2251799814325658,1627,6C1ZZxkjaEdRBQpIPjWcbg,0.47,1,0.21,0.42,miracle-ear,miracle-ear hearing aid center,super heat and air,2,0.0,0.0,"['hearing_aids', 'medical_supply', 'hearing_aid_provider', 'health_and_medical', 'retail']","['hearing_aids', 'medical_supply', 'hearing_aid_provider', 'health_and_medical', 'retail']","['home_services', 'heating_&_air_conditioning/hvac', 'local_services', 'air_duct_cleaning']",0,0.52,0.51,"1439 churchill st, waupaca, WI, 54981","1439 churchill st, ste 303, waupaca, WI, 54981","3654 w cypress st, tampa, FL, 33607"
808,08f196909b32dade031a76f33206caea,106,vje0KIiE7vtpx7JzmBx5LQ,0.41500000000000004,2,0.44,0.44,plus,plus,pearl,2,0.0,0.0,"['grocery_store', 'supermarket', 'retail']","['korean_grocery_store', 'supermarket', 'beverage_store', 'food', 'retail']","['restaurants', 'french', 'moroccan', 'seafood', 'mediterranean']",2,0.39,0.39,"nedereind 10, nieuwegein, 03431","nedereind 10, nieuwegein, UTRECHT, 3431 ER","163 107th ave, treasure island, FL, 33706"
809,08f29a5684d1b6e0032b0f9615f725c3,19244,bySoFVPOK7cktWI5pqqoNw,0.515,2,0.61,0.61,rockitcoin bitcoin atm,rockitcoin bitcoin atm,action roofing,2,0.0,0.0,"['atms', 'currency_exchange', 'financial_service']",['atms'],"['home_services', 'gutter_services', 'shopping', 'roofing', 'hardware_stores', 'building_supplies', 'contractors', 'home_&_garden']",2,0.42,0.42,"11529 carson st, lakewood, CA, 90715","11529 carson st, lakewood, CA, 90715","534 e ortega st, santa barbara, CA, 93103"
811,08f44f057627447503bcfd4bff8c6559,6628,q84DgKvAg6ZLVuSiNpPclQ,0.45,2,0.4,0.4,greenhaw joseph c md,greenhaw joseph c md,cheese zzz,2,0.0,0.0,"['obstetrician_and_gynecologist', 'doctor', 'health_and_medical']","['obstetrician_and_gynecologist', 'doctor', 'health_and_medical']","['restaurants', 'pizza']",2,0.5,0.5,"14546 old st augustine rd ste 311, jacksonville, FL, 32258","14546 old st augustine rd ste 311, jacksonville, FL, 32258","2440 state rd 580, clearwater, FL, 33761"
812,1125899909241385,20063,_uEGd2Rx8SzViS9MuHNU0A,0.47,2,0.45,0.45,minutekey,minutekey,azteca bakery,2,0.0,0.0,['key_and_locksmith'],['key_and_locksmith'],"['food', 'international_grocery', 'bakeries', 'mexican', 'restaurants', 'ethnic_grocery', 'tacos', 'coffee_&_tea']",2,0.49,0.49,"671 vann dr, jackson, TN, 38305","671 vann dr, jackson, TN, 38305","417 nissan dr, smyrna, TN, 37167"
813,08f2656314813ce903d48de7e6fa2327,1883,HDRXhkwl7s9x0e7vO5bXBg,0.505,2,0.55,0.55,west side supply and rental,west side supply and rental,ulysses s grant national historic site,2,0.0,0.0,"['roofing', 'building_supply_store', 'home_improvement_store']","['building_supply_store', 'truck_dealer', 'machine_and_tool_rentals', 'commercial_real_estate', 'automotive', 'retail']","['landmarks_&_historical_buildings', 'public_services_&_government']",2,0.46,0.46,"209 james rollo dr, grain valley, MO, 64029","209 james rollo dr, grain valley, MO, 64029","7400 grant rd, saint louis, MO, 63123"
814,08f48d8862a84b1e035651f31eaf5eca,30,fvWn8oXXwbj2l79cochZyw,0.44,2,0.44,0.44,bitcoin depot bitcoin atm,bitcoin depot - bitcoin atm,altitude trampoline park - boise,2,0.0,0.0,['atms'],['atms'],"['trampoline_parks', 'active_life']",2,0.44,0.44,"3808 montgomery blvd ne, albuquerque, NM, 87109","3808 montgomery blvd ne, albuquerque, NM, 87109","1301 n milwaukee st, boise, ID, 83704"
816,08f2830812d74431032d8a1ab0e1093f,1695,HdWXWU6CZueBZsf1oKNBcQ,0.565,0,0.76,0.53,at&t store,at&t,adult store,2,0.0,0.0,"['mobile_phone_accessories', 'mobile_phone_store', 'retail']","['mobile_phone_accessories', 'mobile_phone_store', 'retail']","['bookstores', 'books', 'mags', 'music_&_video', 'party_supplies', 'event_planning_&_services', 'adult', 'arcades', 'fashion', 'adult_entertainment', 'nightlife', 'arts_&_entertainment', 'personal_shopping', 'shopping', 'lingerie', 'education', 'active_life', 'adult_education']",2,0.37,0.37,"3333 lakeshore ave, oakland, CA, 94610","3333 lakeshore ave, oakland, CA, 94610","405 state st, santa barbara, CA, 93101"
817,1125899911253992,13810,Q6dqCcvBDeRYmz5MV3AqDA,0.75,2,0.71,0.71,rita's italian ice & frozen custard,rita's italian ice & frozen custard,rita's italian ice,2,0.14285714285714285,0.14285714285714285,"['desserts', 'ice_cream_and_frozen_yoghurt', 'sandwich_shop', 'restaurant']","['desserts', 'ice_cream_and_frozen_yoghurt', 'sandwich_shop', 'restaurant']","['ice_cream_&_frozen_yogurt', 'desserts', 'food', 'shaved_ice']",2,0.79,0.79,"499 domino ln, philadelphia, PA, 19128","499 domino ln, philadelphia, PA, 19128","2499 h aramingo ave, philadelphia, PA, 19125"
818,1125899912492481,10066,kcSgJiaI6rvwSt9okjX8sQ,0.515,2,0.52,0.52,lavinsky law,lavinsky law,sea landing,2,0.0,0.0,"['divorce_and_family_law', 'general_litigation']","['divorce_and_family_law', 'general_litigation']","['event_planning_&_services', 'boating', 'rafting/kayaking', 'active_life', 'boat_charters']",1,0.49,0.51,"12121 wilshire blvd, los angeles, CA, 90025","12121 wilshire blvd ste 501, los angeles, CA, 90025","301 w cabrillo blvd, santa barbara, CA, 93101"
819,1407374890262891,1153,PcDeBAT95JXyTBFeFvK7oA,0.5,2,0.62,0.62,american family care grove,american family care grove,bank of america financial center,2,0.0,0.0,"['doctor', 'emergency_room', 'urgent_care_clinic', 'health_and_medical']","['doctor', 'emergency_room', 'urgent_care_clinic', 'health_and_medical']","['financial_services', 'banks_&_credit_unions']",2,0.38,0.38,"5569 grove blvd ste 121, hoover, AL, 35226","5569 grove blvd ste 121, hoover, AL, 35226","21725 village lakes shopping ctr dr, land o lakes, FL, 34639"
820,1125899907047384,852,0_bq30K9LWJP16wCrKUD5w,0.445,0,0.44,0.42,dr martin s kanovsky md facp,dr martin kanovsky md facc facp,barker diamond company,2,0.0,0.0,"['cardiologist', 'internal_medicine', 'doctor', 'health_and_medical']","['cardiologist', 'internal_medicine', 'doctor', 'health_and_medical']","['jewelry', 'shopping', 'watch_repair', 'bridal', 'local_services']",2,0.45,0.45,"5530 wisconsin ave ste 700, chevy chase, MD, 20815","5530 wisconsin ave ste 700, chevy chase, MD, 20815","2200 21st ave s, ste 106, nashville, TN, 37212"
821,08f266d32dad0209037bbcd9f1ec9970,852,0_bq30K9LWJP16wCrKUD5w,0.485,2,0.44,0.44,maple street biscuit company,maple street biscuit company,barker diamond company,2,0.0,0.0,"['american_restaurant', 'breakfast_and_brunch_restaurant', 'restaurant']","['breakfast_and_brunch_restaurant', 'restaurant']","['jewelry', 'shopping', 'watch_repair', 'bridal', 'local_services']",1,0.41,0.53,"2270 nicholasville rd, lexington, KY, 40503","2270 nicholasville rd ste 120, lexington, KY, 40503","2200 21st ave s, ste 106, nashville, TN, 37212"
822,1125899910673087,15512,kIoBDJzjnHjcp4ECoKKTeQ,0.55,2,0.72,0.72,shoprite of byram,shoprite of byram,shoprite of burlington,2,0.0,0.0,['retail'],['retail'],"['food', 'grocery', 'bakeries', 'convenience_stores', 'fruits_&_veggies', 'beer', 'wine_&_spirits', 'restaurants', 'specialty_food', 'delis']",1,0.33,0.38,"90-80 route 206, stanhope, NJ, 07874","90-80 route 206, n, stanhope, NJ, 07874","1817 mount holly rd, burlington, NJ, 08016"
823,1407374888399907,33448,WWVw3g_n2ik8yp1Xlh3qEQ,0.54,2,0.67,0.67,fiesta ford,fiesta ford,mi fiesta liquor,2,0.0,0.0,"['used_car_dealer', 'automotive']","['used_car_dealer', 'automotive']","['beer', 'wine_&_spirits', 'food']",0,0.41,0.38,"990 varner rd 78, indio, CA, 92203","78990 varner rd, indio, CA, 92203","833 n milpas st, santa barbara, CA, 93103"
824,08f2a1345c68e8b3038979f9ceb4b9d6,60470,n4XX_Im7-njZ8YCdwpHWnw,0.665,2,0.39,0.39,ricciardi brothers,ricciardi brothers,bridal garden,2,0.0,0.0,"['home_improvement_store', 'hardware_store']","['paint_store', 'home_improvement_store', 'painting', 'retail']","['bridal', 'shopping']",2,0.94,0.94,"701 w route 70, marlton, NJ, 08053","701 w route 70, marlton, NJ, 08053","900 w route 70, marlton, NJ, 08053"
826,1125899909836843,1653,PSQtC0APnAKq_El5MDaORQ,0.55,2,0.65,0.65,sunflower florist,sunflower florist,sparks florist,2,0.0,0.0,"['florist', 'floral_designer', 'retail']","['florist', 'floral_designer', 'retail']","['florists', 'shopping', 'flowers_&_gifts']",2,0.45,0.45,"1908 colley ave, norfolk, VA, 23517","1908 colley ave, norfolk, VA, 23517","1440 hymer ave, sparks, NV, 89431"
827,08f298901d34a6ac033a02d493f36726,5486,2cDrt_Xac_j15fdBVPfTKg,0.72,2,0.48,0.48,five star premier residences of reno,five star premier residences of reno,manorcare health services-reno,2,0.0,0.0,"['retirement_home', 'senior_citizen_services']","['assisted_living_facility', 'health_and_medical']","['physical_therapy', 'health_&_medical', 'retirement_homes', 'rehabilitation_center']",2,0.96,0.96,"3201 plumas st, reno, NV, 89509","3201 plumas st, reno, NV, 89509","3101 plumas st, reno, NV, 89509"
828,08fbe08c5870e5900356d9168e59f6a5,853,6cPVGUOVlHa6TwlgU08IXQ,0.45999999999999996,0,0.71,0.28,evergreen,evergreen spring farm by avjennings,dr green,2,0.0,0.0,"['home_developer', 'real_estate', 'real_estate_agent']","['home_developer', 'builders']","['landscaping', 'professional_services', 'home_services']",1,0.2,0.21,"richardson rd &, corder dr, 02570","richardson rd & corder dr, spring farm, NEW SOUTH WALES, 02570","edmonton, AB"
829,08f194ad1c4c5ae603cdd1ba54b83902,250,my0bmPD5dgDFE1ia__LNlw,0.43,0,0.41,0.32,monkey puzzle day nursery,monkey puzzle day nursery west norwood,nails & beauty lounge,2,0.0,0.0,"['day_care_preschool', 'preschool', 'education']","['preschool', 'child_care_and_day_care', 'school', 'education']","['beauty_&_spas', 'waxing', 'nail_salons', 'hair_removal']",1,0.39,0.45,"445 norwood road, london, ENG, SE27 9DN","445 norwood road, london, LND, SE27 9DN","953 e brandon blvd, brandon, FL, 33511"
830,08f2a94cecc829980380eaf9470deb85,1909,xxxL7I3hGCEymNlYLXUyBA,0.745,2,1.0,1.0,subway,subway,subway,2,0.0,0.0,"['sandwich_shop', 'restaurant', 'fast_food_restaurant']","['fast_food_restaurant', 'sandwich_shop', 'restaurant']","['sandwiches', 'food', 'restaurants', 'fast_food']",2,0.49,0.49,"524 e wooster st, bowling green, OH, 43402","524 e wooster st, bowling green, OH, 43402","400 w 5th st, ste 105, reno, NV, 89503"
831,08fbe637a51885230387b4718a224de1,1276,Cn-yNtqDhXuPaRVYmy1hEw,0.5549999999999999,0,0.74,0.61,smartphone solutions,smartphone solutions sunbury,skincare solutions,2,0.0,0.0,['mobile_phone_store'],"['mobile_phone_store', 'retail']","['permanent_makeup', 'skin_care', 'beauty_&_spas', 'day_spas', 'eyelash_service', 'health_&_medical', 'acne_treatment', 'medical_spas']",1,0.33,0.37,"90 vineyard rd, sunbury, VIC, 03429","shop 2 90 vineyard road, sunbury, VICTORIA, 03429","531 main st, ste h, safety harbor, FL, 34695"
832,08f1fac440b6eaa003c4e8ef9887e5c6,1751,FGrnOXHDN1K8RL1zu8yUcQ,0.475,1,0.38,0.48,bk lack gmbh,bk lack,a better place,2,0.0,0.0,"['automotive_repair', 'auto_company', 'painting']","['auto_detailing', 'auto_body_shop', 'automotive', 'business_to_business']","['nail_salons', 'beauty_&_spas']",1,0.45,0.47,"industriestraße 15, fernwald, 35463","industriestr. 15, fernwald, HESSEN, 35463","600 e carmel dr, ste 253, carmel, IN, 46032"
834,08f27594f32db1000333b7abb88b623c,91822,nkisHIJ_W3aHeZ4fDxSaIw,0.655,1,0.73,1.0,sherwin-williams,sherwin-williams paint store,sherwin-williams paint store,0,0.125,0.0,"['hardware_store', 'painting', 'shopping']","['paint_store', 'home_improvement_store', 'painting', 'retail']","['hardware_stores', 'building_supplies', 'paint_stores', 'shopping', 'home_&_garden', 'home_services']",2,0.31,0.31,"4923 e state st, rockford, IL, 61108","4923 e state st, rockford, IL, 61108","3020 madison ave, granite city, IL, 62040"
835,08f2aad90146a20403340d28cc54a800,23866,cNVb4lau1kkzmxw33orREA,0.53,2,0.68,0.68,atlantic exterminating,atlantic exterminating,mid atlantic retina,2,0.0,0.0,['pest_control_service'],['pest_control_service'],"['health_&_medical', 'ophthalmologists', 'optometrists', 'retina_specialists', 'doctors']",2,0.38,0.38,"162 winnepeg ave, egg harbor township, NJ, 08234","162 winnepeg ave, egg harbor township, NJ, 08234","8 ranoldo ter, cherry hill, NJ, 08034"
836,08fbe8d0165185630322cd439aeeb8e0,932,xS1cKW1BssWSVJ_a59N49Q,0.41000000000000003,0,0.46,0.35,goodyear autocare australia,goodyear autocare murrumba downs,boise towne square dental,2,0.0,0.0,"['automotive_repair', 'tire_dealer_and_repair', 'automotive']",['automotive'],"['teeth_whitening', 'general_dentistry', 'health_&_medical', 'dentists', 'beauty_&_spas', 'cosmetic_dentists', 'oral_surgeons', 'pediatric_dentists']",0,0.36,0.23,"common property 139 dohles rocks, 139 dohles rocks rd, brisbane, QLD, 04503","1/139 dohles rocks road, murrumba downs, QUEENSLAND, 04503","8660 w emerald st, ste 152, boise, ID, 83704"
837,08f262c7406e2b1603270aac987bf79c,849,4nWrhQu2z7SbcPmGP8TcAA,0.535,2,0.54,0.54,johnson auto sales,johnson auto sales,go auto outlet west,1,0.0,0.2,"['car_dealer', 'used_car_dealer']","['used_car_dealer', 'automotive']","['car_dealers', 'auto_repair', 'automotive', 'used_car_dealers']",2,0.53,0.53,"1221 s oak ave, owatonna, MN, 55060","1221 s oak ave, owatonna, MN, 55060","17860 102 ave nw, edmonton, AB, T5S 1M9"
838,08f28d5c2514405b031f6182d071dff0,10948,kNK3tjrKa6e_Tf9c9WWehA,0.42500000000000004,2,0.34,0.34,mark a hammer & associates,mark a hammer & associates,suave nails,2,0.0,0.0,['personal_injury_law'],['personal_injury_law'],"['beauty_&_spas', 'nail_salons']",0,0.51,0.42,"4301 s pine st, tacoma, WA, 98409","4301 s pine st ste 307, tacoma, WA, 98409","4013 n market st, spokane, WA, 99207"
839,08f266694b7326a903fae35f59d22a22,32647,Fi2eAZcUwhld3tfWYF0nyA,0.545,2,0.68,0.68,american house cedarlake,american house cedarlake,american cleaners,2,0.0,0.0,"['retirement_home', 'landmark_and_historical_building']","['assisted_living_facility', 'hospice', 'health_and_medical']","['dry_cleaning_&_laundry', 'laundry_services', 'local_services']",2,0.41,0.41,"14800 s van dyke rd, plainfield, IL, 60544","14800 s van dyke rd, plainfield, IL, 60544","4237 s state route 159, glen carbon, IL, 62034"
842,08f2986b96d887a503e5806f5b046677,17769,AWu5Dbzo3Angsmcs3qvHsw,0.585,2,0.63,0.63,smartstyle hair salon,smartstyle hair salon,shear pearl salon,2,0.0,0.0,"['hair_salon', 'beauty_salon', 'barber']","['hair_salon', 'beauty_and_spa']","['makeup_artists', 'nail_salons', 'waxing', 'hair_salons', 'hair_removal', 'beauty_&_spas']",1,0.49,0.54,"5198 boulder hwy, las vegas, NV, 89122","5198 boulder highway, las vegas, NV, 89122","2005 sierra highlands dr, ste 109, reno, NV, 89523"
843,1125899911494494,564,D5DBDShzSVx_gQtdIbOqZg,0.51,2,0.67,0.67,chillicothe storage,chillicothe storage,public storage,2,0.0,0.0,['self_storage_facility'],['self_storage_facility'],"['self_storage', 'local_services']",2,0.35,0.35,"982 eastern ave, chillicothe, OH, 45601","982 eastern ave, chillicothe, OH, 45601","7430 madison ave, indianapolis, IN, 46227"
844,08f1fa1990413b8303971596427070ff,1964,vol4SJXerqyi3IEIDucVRQ,0.48,2,0.6,0.6,tchibo filiale,tchibo filiale,hilldale kitchen,2,0.0,0.0,"['coffee_shop', 'cafe', 'restaurant']","['coffee_shop', 'cafe', 'restaurant', 'retail']","['food', 'beer_bar', 'bars', 'nightlife', 'restaurants', 'cheesesteaks', 'chicken_wings', 'pizza', 'beer', 'wine_&_spirits']",2,0.36,0.36,"aachener strasse 1253, koeln, 50858","aachener strasse 1253, koeln, 50858","190 s macdade bvld, darby, PA, 19023"
845,08f2834661c0546303dad485e1861339,146,M_THnNDHs29aylcK-JqS1A,0.465,2,0.54,0.54,health care physicians profile 7,health care physicians profile 7,professional healthcare of pinellas,2,0.0,0.0,[],[],"['doctors', 'internal_medicine', 'health_&_medical']",2,0.39,0.39,"3rd floor, rajapushpa business center, kondapur, hyderabad, TELANGANA, 500084","3rd floor, rajapushpa business center, kondapur, hyderabad, TELANGANA, 500084","1839 central ave, saint petersburg, FL, 33713"
846,08f2a84624286ae503ebf72dcf1acf6a,5942,msVMrDXdAaQZrW43XiMuGg,0.5249999999999999,2,0.48,0.48,western union,western union,produce junction,2,0.0,0.0,[],[],"['specialty_food', 'food', 'fruits_&_veggies', 'grocery']",0,0.57,0.49,"716 clairton blvd, pittsburgh, PA, 15236","720 clairton blvd, rte 51 plz, pleasant hills, PA, 15236","126 bridge st, mont clare, PA, 19453"
847,1125899913121350,622,qQcAJDLelexcAZOcdPnsEA,0.44999999999999996,2,0.59,0.59,altima dental centre at first canadian place,altima dental centre at first canadian place,a family dental care center,2,0.09090909090909091,0.09090909090909091,"['cosmetic_dentist', 'general_dentistry', 'pediatric_dentist', 'dentist', 'health_and_medical']","['cosmetic_dentist', 'general_dentistry', 'pediatric_dentist', 'dentist', 'health_and_medical']","['cosmetic_dentists', 'health_&_medical', 'endodontists', 'dentists', 'orthodontists', 'general_dentistry', 'oral_surgeons']",1,0.3,0.31,"first canadian place-concourse level, 100 king street west, toronto, ON, M5X 2A1","100 king street west, unit c13, toronto, ON, M5X 1B8","1008 fayette st, conshohocken, PA, 19428"
848,08f1f060364236ce03961b6cf162c389,712,Q-a-DzqRufrPL6EcUDpyag,0.475,2,0.53,0.53,netto marken-discount,netto marken-discount,dierbergs markets,2,0.0,0.0,"['discount_store', 'supermarket', 'convenience_store']","['discount_store', 'retail']","['beer', 'wine_&_spirits', 'shopping', 'flowers_&_gifts', 'food', 'grocery']",0,0.42,0.37,"claus-sinjen-straße 33, kronshagen, 24119","claus-sinjen-str. 33, kronshagen, SCHLESWIG-HOLSTEIN, 24119","2021 zumbehl rd, saint charles, MO, 63303"
